ma_san_pham,noi_dung_binh_luan,label
249500019,loại_đầu mình_xài dạng_sữa cảm_nhận của_bản thân_thì mình_thấy kềm_dầu tốt_tạo lớp_nền khá_mướt nhiên_hơi khô_nên mình_xài một_lớp dưỡng_thì nhìn_như bị_mốc vậy_dùng được_thì mình_đổi dạng_tinh _sản phẩm_thấm tạo_lớp nền_mỏng nhẹ_dùng loại_này mình_không cần_lớp toner_tới lớp_nền cũng_có cảm_nhận của_mình thì_dạng tinh_làm mướt_hơn,2
422207736,nhạy_cảm mát xứng_đáng,2
422209262,đừng rta hiệu_quả,2
201600198,ấm lão thơm,2
256700001,thơm sữa gạo đắp sạch mịn_màng lưu_hương nhẹ giúp,2
422204231,ẩn mịn dần ẩn kết_hợp megaduo tầm nhẵn tầm chê,2
422201822,cũng_đã tìm_được chân_ái của_mình áa_nói nó_mịn còn_không bị_xơ như_mấy hàng_trước dùng_mụn nên_gặp được_này thì_dùng sướng_ôi,2
345800013,đặc trắng_bệt không_tệp,0
422212331,không_thích sơ_bông,1
422218365,hồng đồng nắp lỏng nhẹ đắt xắt,2
206400009,nhạy_cảm_xài,2
422216352,dạ_mình dầu_dễ kích_ứng với_tất cả_mọi thứ_mỹ phẩm_bông _thời tiết_cái bột_trên qurả_bóng cũng_làm bị_kích ứng_và vậy_sẽ cơ_địa dễ_lên mụn_nội tiết_nữa nhưng_sài này_thì thấy_khá _hợp với_hãng này_lắm _dùng bị_kích ứng_nên mình_thấy rất_lành tính_về mụn_thấy được_kiểm phải_hoàn toàn_lên nữa_nhưng có_ít hơn_và còi_nhanh hơn_cũng bị_thiếu dùng_sẽ dùng_lâu,2
422202153,không_gây rát sạch,2
422205345,giới_thiệu rất_nhạy_cảm kích_ứng không_bị_kích_ứng mềm mờ thâm cảm_nhận,2
213300005,dầu_hoặc hỗn_hợp thiên_dầu thì_nó thấm_nhanh mà_kiềm dầu_rất nếu_ở nhà_có máy_điều hoà_thì tiếng_vẫn ráo_và thoáng_đặc biệt_xài này_cũng bị_bí _ít,2
422204231,tiết_dầu mờ thâm niacinamin,2
248700102,thơm rất_mền đỡ,2
224100009,mình_dùng đến_lọ loại_này dùng_thích lắm_rửa mịn_với không_bị lên_mụn syêu_ưng rồi_giá,2
422204947,không_đe_ý,2
253900006,vô_cùng không_nhờn rít không_lên toàn kích_ứng,2
345800001,hợp_xài đỡ,2
422207417,cảnh sợ hố ngờ phủ hút chấm kèm,2
422206648,nè_không_đòi hợp,2
377400001,đóng_gói vẻ,2
249500027,hồng bình thiên_dầu cân_nhắc thích dặm phấn,2
249500027,hồng_hào áp,2
318900019,êm tiếp,2
422203776,rẽ rát,1
318900019,rất_khuyến khích_các bạn_đang bị_kích ứng_dùng mình_thấy khả_năng kiềm_dầu không_thần thánh_như nhưng_hồi phục_đỉnh giá_mà lượng_cũng,2
205100136,quài xài_hợp hỗn_hợp thiên_dầu nhạy_cảm trộm_vía,2
211300002,toner_dịu nhẹ_rất nhạy_cảm mùi_cũng,2
100220037,hạt hạt không_nên xước nhạy_cảm,2
345800013,loại_này không_tone cũng_không dễ_đánh đều_cũng hạn_chế hợp_với bạn_nào có_vấn đề_về,2
205100136,toàn,2
204900013,đổ mồ_hôi vệt đặc,2
245500001,không_gây,2
422207562,quản_trị_viên tặng quà chẳng_hạn tặng không_cần_thiết,2
201600198,này_đánh lên_mặt lớp_điểm nhìn_cũng đẹp_nhưng hơi_bị muốn_đi làm_mà cần_tốn thì_dùng này_còn muốn_có làn_thông thoáng_tự nhiên_thì này_mà đeo_khẩu thì_nó sẽ_hết vào_khẩu nhìn_thích nói_sản,2
204900013,trét đâu_tán đừng gió chết không_hề vón cục tội,2
422202216,hợp_lí rất_mềm êm,2
207500007,không_tệ hài_lòng,0
422204388,finish rất_đẹp_á khả_năng bình_thường không_lên hỗn_hợp cân_nhắc,2
100210023,tư_vấn nhạy_cảm nội_tiết không kèm chăm_sóc không,2
224100019,hiệu_quả tức_thời thời kiên_tgì hủ,2
204900004,không_thích bọt sạch tối dịu nhẹ,2
422204657,dịu nhẹ bụi không không_thấy nhờn rít căng,2
232500001,mùi_cồn dần_sẽ _bạn mụn_nhạy cảm_nên cân_nhắc _vì lên_gây rát_làm _chỉ nên_về phần_trị mụn_thì mình_đánh hiệu_quả lắm_ngừa viêm_thì hơn_mình dùng_như toner_thấm cũng_nhanh hàng_siêu nhanh_tối đặt_sáng,1
422205808,thơm nhẹ nhẹ rất_nhiều,2
422205635,đắp mịn_màng bớt,2
243300007,rẻ rất_nhiều,2
422207866,châm_chích khó_chịu cũ,2
422212871,đắp biến,2
204100018,kết_quả cảnh sản_phẩm_trị mềm mịn mà_còn không_gây_kích_ứng,2
100240016,mình_dùng từ_hồi tháng_đến _đầu liều_mua dùng_thử _nhưng hiệu_quả mình_dầu dùng_bha này_có cải_thiện rõ_kiềm dầu_hơn và_mụn nhỏ_mà dùng_khá lâu_mình không_aply bằng_bông mà_dùng cách_này dùng_sẽ đỡ_hơn dùng_bông _mình dùng_kẽ cách_ngày dùng_hàng,2
318900011,nhunge siêu_lâu hơi_sệt thơm_rất_thích lành_tính hợp_lí chân_ái thiệc,2
318900002,căng mịn thấu rõ_rệt bơm rất_nóng thẩm_thấu mát vỗ_nhẹ sờ mưa dầm,2
204900013,đặt_hàng thích cũ nồng châm_chích khóe mũi buồn,2
422214146,nhớt nhờn không_sử_dụng,0
422201374,cà_phê thơm thỏi lâu_dài chết,2
318900012,chân_ái nhẹ,2
422208181,đặc mát_thấm màn thơm chậm trứng cá đỏ thâm vết mờ đi rất_nhanh thâm_lâu kiên_tgì trị_thâm đặc_trị kết_quả megadou,2
422215665,tiếp cực thắm nhẹ không_bếch bếch thích,2
422208345,dưỡng người_yêu không_bóng chứa nhạy_cảm xét rát,2
422207283,xài_được đúng_một vừa_không bị_nám nữa_vừa hợp_với,2
256700012,xuất_sắc thơm nồng mìn hũ đam hàn_quốc,2
422207807,hủ thâm_mờ bớt không_bị,2
422208807,yêu_thích sạch khó_chịu nhờn,2
100230069,thất_vọng,0
422208974,cuộc_đời,2
100210023,đỉnh đỉnh không_gây bết rít nặn đỏ đêm_hôm dịu,2
249500001,độ rất_thích hợp_xài toàn_thân hoạt_động_thể nhược_điểm rít rất_thích độ dưỡng,2
223600035,bị_kích ứng_mùi dễ_chịu nhưng_mình thiên_dầu hỗn_hợp dễ_mụn nên_mình chỉ_dùng để_nắng chủ_yếu nhưng_cảm thấy_sạch nivea_loại mụn_thì mình_chỉ cần_một lần_rất sạch_còn senka_thì hơi_nhẹ nhàng_nên phải_làm lần_mới sạch_mình thử_senka vì_nivea sạch_nhưng lớp_màn hơi_rít còn_senka thì_rất mình_sử dụng_nắng của_sunplay í_nên lớp_bị dày_đâu nhưng_cũng sạch_được,2
422216352,típ rất_và_thâm chậm,2
422204259,ấn_tượng,1
248700054,châm mun rất_nhanh cồi thâm_nhyêu rất_tinh yêu,2
224100022,bổ rẻ sạch mềm,2
422221873,mức_độ hài_lòng bình cải_thiện,1
422203173,mãi hấp_thụ tinh_túy hơi_chát chậm tiến_triển có_lẽ làm_việc hoàn_thiện bề_mặt biểu_hiện rõ_ràng tối,2
253900006,thơm_dạng đặc,2
422209094,mặt_bằng ngậm_nước không_quá không_quá đặc treatment tróc rất_mướt,2
422205346,loại_này có_màu không_bị base_hồng mà_cũng lên_màu khá_rõ nên_mình sài_ngày như_bóng dưỡng_môi mình_sẽ mua_thêm,2
251900019,ưu_điểm mặt_nạ thơm đắp ấm rẻ nhược_điểm không_hiểu khó_đắp một_tí kiểu mặt_nạ hơi_kì á_giá rẻ,2
222600049,sạch rít chân_ái,2
422203776,rất_dễ rách,1
200400003,ghét,2
422211231,mìn_tìm giá_hợp lý_và vô_tình lướt_trúng cảnh_của chị_rư nhiều_lần đổi_thì đây_loại bổ_rẻ lớp_finish mùi_đối với_mình cũng_dễ chịu_nhất định_sẽ,2
422209262,xịn,2
100240016,dầu_tiên hóa_học tần_suất,2
204100013,hũ đặc hầm nóng không_xài bí một_tí hương_liệu nhẹ rất_đáng mọng nhiên trải_nghiệm,2
224100009,mướt mát rosete,2
331300023,treatment tông nhẹ không_cồn nhạy_cảm yên_tâm,2
422214672,không_hợp rẻ,0
422212330,rất_đẹp nhẹ,2
422206248,hợp_lý tuýt mềm_không_có,2
249500019,thích tuýp khuyến_mãi mãi,2
377400001,sạch không_khô nhạy_cảm siêu_rát,1
422205160,rất_thoáng mát,1
422204947,hồi thích đau_á kiếm mềm,2
422203807,cực rất_nhiều chê nhẹ rách vải tưa bình_thường miếng miếng kẹp thành,0
100210014,mềm_mịn vẽ,2
422202579,ngứa sần_sùi không_hiệu,0
204100023,tyêu mụn_ẩn ơ_đồ cồi đi bọc,2
422206972,đắp căng thích,2
248700035,lê_văn_sỹ tư_vấn cực_kì xịn tích rất_nhiều trưa mịn không_bị không_bị,2
345800015,không_sẹo rỗ bình_thường không_thấy mịn,2
422216271,sạch sâu thơm,2
100210023,phục_hồi yếu dị_ứng mướt,2
422207826,cầm nhẹ suốt hương rất_dễ tổng_quan rất_tuyệt_vời,2
245500009,mới_dùng chắc_sẽ thấy_mùi hơi_hắc nhưng_dùng thì_thấy _mình thuộc_dầu mụn_nên thấy_loại này_chết chỉ_ở mức_độ bình_thôi nhưng_với giá_này thì_cũng không_đòi hỏi_quá,2
422206248,nốt rất_sạch_mặt rẻ_lượng,2
422209045,mê makeup_sài sạch,2
422209420,ưng_ý rất_dịu nhẹ sạch nhẹ,2
422200002,mask medic đắp mịn căng xịn,2
201600019,xài_đàn bị_mụn viêm_mụn sưng_đủ thứ_xài tầm_tuần mụn_cũng đỡ_hơn nhiều_sẽ cân_nhắc đổi_sang,2
318900019,hỗn_hợp tối dậy không_bị đổ đồng_tiền,2
213300001,đỉnh nghiện rất_đỉnh thoáng không_hề,2
422208181,a megaduo cải_thiện,2
211300007,rất_nhưng không_đọc kỹ đánh bọt không_bông nhớt sạch sữa dịu nhẹ kiểu sạch không_căng_rít cực cetaphil không_thích texture rẻ tối trình_dưỡng tế_bào chết mặt_nạ làm_sạch thủ sạch sâu dĩ_nhiên căng_rít trình_dưỡng kỹ,2
249500007,thích giá_cả,2
318900005,rất_lười hài_lòng đóng_gói mỹ_phẩm hãng,2
422208242,mờ,2
100220037,ghiền hạt siêu thơm sạch,2
100220035,vô_thưởng vô_phạt trâu,1
100160022,cáo laroche không_ưng ưu_ái không_cấp đọng bột vệt hương nồng_ngây ngất đặc_nóng laroche finish không_hề đẹp,1
355500010,hương_liệu nồng_sộc mũi hương_liệu đắp không_quá đi không_chịu không_mua,0
249500013,dùng_rất thích_kết cấu_thoáng nhẹ_không kiềm_dầu tương_đối mới_aply có_hương phấn_mình không_thích tí_nhưng nhanh_nên lúc_nhận hàng_còn được_tặng kèm_kèm của_hada labo_nữa dù_chưa thấy_trên chắc_đang thời_khuyến mãi_sẽ mua_tiếp,2
213300064,bọt sạch,2
248700035,tư_vấn thất_vọng hiện_tượng vón_cục rất_nhiều hạt cố aply kỹ thiệt,1
422205810,dưỡng đặc_biệt_liệu mặt_nạ cực nhẹ êm_ái không_bị_xơ rát,2
308900002,nhẹ thẩm_thấu không_bị đổ không_làm bít_tắc lỗ chân_lông kỳ pel rất_mỏng nhạy_cảm,2
422219308,hỗn_hợp thiên_dầu mụn_ẩn nhẹ bít tông finish đổ nhiên độ gắt bảo_đảm độ,2
248700072,dịu nhẹ_cảm,2
249500007,finish hiệu_quả rất_đỉnh lỏng bí không_bù giá_thành rẻ không_bị ngứa rát bề_mặt khỏe rất_nhé,1
422202569,thích không_bị căng hợp bọt giá_thành rẻ tích,2
357100008,bổ rẻ mềm thơm hiệu_quả,2
422205151,tươi trẻ,2
225200013,ưng mềm môi,2
204900013,khả_năng treatment rất_ nhược_điểm khô_cực vón ghét vệt xịt_khoáng bôi_serum không_bị_vón ghét finish cực_kì đẹp tông nhẹ độ kiềm_dầu không_thần_thánh chảy mồ_hôi vữa không_hề kháng,1
422217972,phục_hồi skincare đầy_đủ đắp cải_thiện,2
100240016,đắng_đo quyết_định bha trộm_vía aply hãng không_đổ dầu_tẹo hiệu_quả,2
422216416,hà cảnh đeo khẩu không_bị ktrang,2
248700102,đở không_bị,2
318900011,nhạy_cảm hợp khó_chịu,1
225300002,mùa dịch thơm nhẹ rất_dễ hạt rất_mịn không_tạo bọt,2
422202580,mình_mới ngày_mùi khá_khó chịu_nhé serum_cũng thấm_nhanh lắm_vết mờ_thâm chưa_giảm nhiều_nhưng tươi_tắn bừng_sức sống_hơn hẳn_vọng dùng_thêm thời_nữa sẽ_mờ,2
422218365,bữa hồng thơm không_giống lỏng ưng,2
422204657,sạch êm,2
422222786,nhẹ không_bết rít,2
422208181,sài_rất tốt_và giá_cũng mê_quá đi_mặt,2
318900012,rất_tốt nhớt thẩm_thấu,2
206400011,mình_mới mua_xài tầm_tuần bỏ_thì uổn_mà thì_cái tự_dưng đen_xì lì_đã xác_định xài_này để_dưỡng căng_mướt chứ_cũng không_trắng lên_cơ bản_trắng sẳng_nhưng giờ_cái mặt_đen,2
422211447,rẻ liên_tục ý_định đổi,2
422206972,mặt_nạ đắp thiên_dầu đắp đắp vết đắp lành đắp lột,2
422204576,hỗn_hợp thiên_khô sạch kích_ứng rát độ,2
249500002,cực mát_thẩm_thấu nghiện,2
422211446,mình_đang xài_không bị_rát với_không bị_khô _cũng với_giá,2
422201090,kèm máy tất_nhiên kết_hợp ngủ đỡ thâm,2
318900019,hủ tuýp dưỡng mềm,2
422203645,nguyên_bộ tiện mà_còn rẻ rất_lành tặng sữa dưỡng_thể dove,2
243300007,mềm mép hút thích_hợp,2
318900005,dưỡng chủ_yếu phục_hồi dịu hóa học tróc vảy dậy ưa,2
422210980,sạch rất_sạch mịn,2
422212331,bông_cũng tạm_nhiều,2
211300002,dùng_để aply_thấy giá_rẻ nên_không đòi_hỏi gì_nhiều nhưng_không thích_cái,2
422206645,đừng_kì vọng_quá nhiều_về việc_mờ tông_tự nhiên_làm đều_màu _thích hợp_dùng làm_lót luôn_về hiệu_quả trắng_sáng thì_mình hũ_rồi thấy_cũng mình_trắng sẵn_nên nhìn_được các_vết nám_thì,2
422216416,đỡ tầm tiếng tông mix makeup không_mặt_sẻ tối cổ,1
422209443,xịn xò,2
422204904,rất_sạch_nhiên hương_liệu nồng mẹ,2
422211446,rất_rất sạch thoáng sạch í rất_ư,2
422217292,sữa lựa_chọn anesa,2
308500013,chuyên bảng nhạy_cảm dị_ứng nồng nóng đẩy cồi mụn_ẩn,2
422200236,hương_liệu nồng,2
223600035,thấy_baifern trên_nên cũng_dùng hồi_trưa mới_dùng velvet_tint thì_thấy sạch_sẽ lắm_luôn,2
422208977,lạ made,2
253900006,màng chấp_nhận,2
249500028,xuất_sắc đỉnh không_gây,2
422208181,mình_chuẩn bị_mua trộm_vía dù_mình bôi_hôm có_hôm không_nhưng vẫn_có nốt_thâm vì_mình làm_việt thời_không thường_xuyên thức_nhưng nhờ_tuýp này_mà mình_không mụn_nhiều cũng_không gây_rát _rất _mọi người_nên,2
205100137,không_quá tệ_nhưng cũng_không có_lý để_mua,0
422216605,quyết_định màng lọc vậy_lý hóa học độ chứa căng trắng_hồng tự_nhiên công_thức rất_thuần nhạy_cảm hỗn_hợp đỏ rất_kỹ quyết_định tậu kết_quả đẹp căng_bóng,2
386000044,mặt_nạ thạch_đắp rất_ăn mướt mịn siêu ưng_ý,2
211300002,nhẹ dịu pel rước êm nhạy_cảm cần_dưỡng,2
201600141,thích_hợp thông_cấp nồng dễ_chịu bọt sạch,2
205100136,rất_nhiều ưng rất_thích không_cồn dịu nhẹ không_gây ý_định đổi có_giá ủng_hộ,2
422205053,đẹp yêu,2
422203145,thấm_cực nhanh_và tone_cực không_nhờn _nhà cũng_dự,2
422218101,trộm_vía đắp kích_ứng mặt_nạ mềm_đắp ôm khít test thiên_dầu không_kích_ứng,2
422200306,hỗn_hợp thiên_dầu mịn đổ công_thấm,2
422211997,sữa thẩm_thấu tông,2
293500050,hỗn họp không_nên só cứng cứng,2
200400003,bioderma nhạy_cảm rất_hiệu ạ_phẩm yêu,2
422203146,aply cảm_quan mịn đẹp không_rít thơm_thoảng tạm tặng kèm tuýp hada labo,2
201600198,chê vón nhờn rít bước_serum thứ_trừ bước_dưỡng vệt bước_dưỡng chờ_dưỡng ưu_điểm treatment nhẹ nhược,2
232500001,dầu_mụn không_bị bảo nồng rượu biến_tính đen khả_năng sạch,2
205100146,đóng_gói chậm báo,1
422211446,tuyệt_vời rẻ người_yêu,2
422203809,rách,2
249500027,rất_thích mịn_màng tông tự_nhiên đẹp không_bị,2
422203145,rất_khí không_giống,0
422207413,_kết cấu_thoáng nhẹ_không kiềm_dầu tương_đối mới_aply có_mùi hương_nhẹ mình_không nhưng_nhanh,2
422204657,tệ,0
422203609,không_kích đỏ,2
422206248,tạo_ít bọt_có nhạy_cảm thì_bị kích_ứng lên_cũng có_hiệu quả_như dầu_cũng mụn_thì vẫn_lên nên_này như_sản phẩm_làm sạch_chứ đừng_trông sẽ_mua lại_cá nhân_mình thấy_lá dòng_phổ biến_dùng,2
422210400,đô nhẹ,2
225200013,mặt_nạ ngủ môi lựu_thấy cực thích,2
422217292,chời nhẹ không_bóng không_tạo vệt mồ_hôi kiềm_đầu hãng đong điêu_thặt nhận_xét lọ mói lương ngón út út,2
422203300,thích chỗ,2
204100019,đổi sữa pick eucerin_lượng đóng_gói rất_ưng_ý,2
318900012,cực_thích toner_không_mùi dễ_chịu cứng_cáp yêu yêu yêu,2
422211446,trên_có tặng_quà mà_lúc _hàng cũng_hơi lâu_chuyển được_còn thù_để,2
249500011,cực hồi hãng bữa trễ ghé chtrả nhỏ_hiệu,2
223600058,căng mướt í vỗ mượt hồi thích cực,2
422214146,tuýp rất_êm hợp không_đổi hợp,2
211300007,kích_ứng bớt tác_động tầm bớt kích_ứng thành_phần trị bọt lành_tính dịu nhẹ thích sạch ướt áo,2
